P	T	Feature	Source
-25.25252525252523	249.79894622715324	Tmin	TSEOS
-17.171717171717148	247.87105074337853	Tmin	TSEOS
-9.090909090909065	245.8923559274317	Tmin	TSEOS
-1.010101010100982	243.82296254893447	Tmin	TSEOS
7.070707070707101	241.64829221485186	Tmin	TSEOS
15.151515151515184	239.262310197709	Tmin	TSEOS
23.232323232323267	236.52771978751466	Tmin	TSEOS
31.31313131313135	232.55528895928052	Tmin	TSEOS
330.30303030303037	210.3447946059907	Tmin	TSEOS
338.38383838383845	215.2534818278163	Tmin	TSEOS
-25.25252525252523	275.6186614912908	Ktmax	TSEOS
-17.171717171717148	273.2339718355661	Ktmax	TSEOS
-9.090909090909065	271.26580464856585	Ktmax	TSEOS
-1.010101010100982	269.49885575151814	Ktmax	TSEOS
7.070707070707101	267.85540187081034	Ktmax	TSEOS
15.151515151515184	266.29746094644054	Ktmax	TSEOS
23.232323232323267	264.8029091135871	Ktmax	TSEOS
31.31313131313135	263.3568533923339	Ktmax	TSEOS
39.393939393939434	261.94948188564376	Ktmax	TSEOS
47.47474747474752	260.57350683953626	Ktmax	TSEOS
55.5555555555556	259.223275660198	Ktmax	TSEOS
63.63636363636368	257.89446363307957	Ktmax	TSEOS
71.71717171717177	256.5833423623639	Ktmax	TSEOS
79.79797979797985	255.28723839928415	Ktmax	TSEOS
87.87878787878788	254.00357569519895	Ktmax	TSEOS
95.95959595959596	252.73015046448566	Ktmax	TSEOS
104.04040404040404	251.46520758798158	Ktmax	TSEOS
112.12121212121212	250.20700702302878	Ktmax	TSEOS
120.20202020202021	248.9540682824285	Ktmax	TSEOS
128.2828282828283	247.7050219038202	Ktmax	TSEOS
136.36363636363637	246.45879499401002	Ktmax	TSEOS
144.44444444444446	245.21388117305463	Ktmax	TSEOS
152.52525252525254	243.9693577273315	Ktmax	TSEOS
160.60606060606062	242.72412294887735	Ktmax	TSEOS
168.6868686868687	241.4771430511511	Ktmax	TSEOS
176.7676767676768	240.22721178638776	Ktmax	TSEOS
184.84848484848487	238.97376956110887	Ktmax	TSEOS
192.92929292929296	237.71550585248787	Ktmax	TSEOS
201.01010101010104	236.4516017869013	Ktmax	TSEOS
209.09090909090912	235.18094023211134	Ktmax	TSEOS
217.1717171717172	233.90264679175488	Ktmax	TSEOS
225.2525252525253	232.61573732950907	Ktmax	TSEOS
233.33333333333337	231.31911923062452	Ktmax	TSEOS
241.41414141414145	230.01198508915454	Ktmax	TSEOS
249.49494949494954	228.69327386138272	Ktmax	TSEOS
257.5757575757576	227.36205956800723	Ktmax	TSEOS
265.6565656565657	226.01775749749365	Ktmax	TSEOS
273.7373737373738	224.6605167697421	Ktmax	TSEOS
281.81818181818187	223.29227151891092	Ktmax	TSEOS
289.89898989898995	221.91770066437934	Ktmax	TSEOS
297.97979797979804	220.54412681474665	Ktmax	TSEOS
306.0606060606061	219.17870524621125	Ktmax	TSEOS
314.1414141414142	220.42973697722311	Ktmax	TSEOS
322.2222222222223	219.2805478370487	Ktmax	TSEOS
330.30303030303037	214.68813254908503	Ktmax	TSEOS
338.38383838383845	212.7020104581515	Ktmax	TSEOS
346.46464646464653	214.18759523937757	Ktmax	TSEOS
-25.25252525252523	282.41356651692115	Ktmin	TSEOS
-17.171717171717148	283.40001346111603	Ktmin	TSEOS
-9.090909090909065	283.97015910746364	Ktmin	TSEOS
-1.010101010100982	284.36276690399313	Ktmin	TSEOS
7.070707070707101	284.6489898673313	Ktmin	TSEOS
15.151515151515184	284.8608328744642	Ktmin	TSEOS
23.232323232323267	285.03105841177614	Ktmin	TSEOS
31.31313131313135	285.17210449605034	Ktmin	TSEOS
39.393939393939434	285.2981793843516	Ktmin	TSEOS
47.47474747474752	285.41711705632974	Ktmin	TSEOS
55.5555555555556	285.5350751995125	Ktmin	TSEOS
63.63636363636368	285.66553528836937	Ktmin	TSEOS
71.71717171717177	285.8069316474644	Ktmin	TSEOS
79.79797979797985	285.9663585733646	Ktmin	TSEOS
87.87878787878788	286.1534832059922	Ktmin	TSEOS
95.95959595959596	286.387340893378	Ktmin	TSEOS
104.04040404040404	286.63590561578445	Ktmin	TSEOS
112.12121212121212	286.9431739791825	Ktmin	TSEOS
120.20202020202021	287.29354887931595	Ktmin	TSEOS
128.2828282828283	287.7042608124731	Ktmin	TSEOS
136.36363636363637	288.15148317657514	Ktmin	TSEOS
144.44444444444446	288.70146839984415	Ktmin	TSEOS
152.52525252525254	289.2939301210445	Ktmin	TSEOS
160.60606060606062	289.9671885882621	Ktmin	TSEOS
168.6868686868687	290.7188552610213	Ktmin	TSEOS
176.7676767676768	291.5481387867987	Ktmin	TSEOS
184.84848484848487	292.4535278606559	Ktmin	TSEOS
192.92929292929296	293.4502587067985	Ktmin	TSEOS
201.01010101010104	294.5307734491215	Ktmin	TSEOS
209.09090909090912	295.7125071724349	Ktmin	TSEOS
217.1717171717172	296.9216934277219	Ktmin	TSEOS
225.2525252525253	298.2404435894569	Ktmin	TSEOS
233.33333333333337	299.61870979073194	Ktmin	TSEOS
241.41414141414145	301.0822120718067	Ktmin	TSEOS
249.49494949494954	302.5994465225138	Ktmin	TSEOS
257.5757575757576	304.1756761080738	Ktmin	TSEOS
265.6565656565657	305.804197297594	Ktmin	TSEOS
273.7373737373738	307.4900940238249	Ktmin	TSEOS
281.81818181818187	309.2072364449972	Ktmin	TSEOS
289.89898989898995	310.949842401219	Ktmin	TSEOS
297.97979797979804	312.7668832739428	Ktmin	TSEOS
306.0606060606061	314.5559849846449	Ktmin	TSEOS
314.1414141414142	316.39930872475236	Ktmin	TSEOS
322.2222222222223	318.2632193445359	Ktmin	TSEOS
330.30303030303037	320.14387858443604	Ktmin	TSEOS
338.38383838383845	322.0133419794464	Ktmin	TSEOS
346.46464646464653	323.96074452935153	Ktmin	TSEOS
354.5454545454546	325.8648488969697	Ktmin	TSEOS
362.6262626262627	327.8401227486846	Ktmin	TSEOS
370.7070707070708	329.79140194382404	Ktmin	TSEOS
378.78787878787887	331.7822371029229	Ktmin	TSEOS
386.86868686868695	333.7237232546855	Ktmin	TSEOS
394.94949494949503	335.6958905692986	Ktmin	TSEOS
403.0303030303031	337.6762690562754	Ktmin	TSEOS
411.1111111111112	339.6497196417886	Ktmin	TSEOS
